Unit ID,ISP,Download,Upload,Technology,State,Region,Days,timezone_offset,timezone_offset_dst
11366,AT&T,3,1,DSL,IL,MIDWEST,30,-6,-5
11367,Charter,30,4,CABLE,AL,SOUTH,30,-6,-5
11368,Comcast,50,10,CABLE,CA,WEST,27,-8,-7
11369,Charter,30,4,CABLE,TN,SOUTH,30,-6,-5
11370,AT&T,6,1,DSL,CA,WEST,4,-8,-7
11371,Comcast,3,0.768,CABLE,OR,WEST,27,-8,-7
11374,AT&T,3,0.512,DSL,CT,NORTHEAST,30,-5,-4
11375,Charter,30,4,CABLE,MN,MIDWEST,30,-6,-5
11376,Charter,15,3,CABLE,MO,MIDWEST,30,-6,-5
11377,Verizon,35,35,FIBER,NY,NORTHEAST,30,-5,-4
11378,AT&T,3,0.512,DSL,OK,SOUTH,30,-6,-5
11379,TimeWarner,10,1,CABLE,MO,MIDWEST,30,-6,-5
11381,Qwest,1.5,0.896,DSL,AZ,WEST,30,-7,-7
11382,AT&T,3,0.512,DSL,GA,SOUTH,30,-5,-4
11383,Charter,15,3,CABLE,AL,SOUTH,30,-6,-5
11384,Cox,18,5,CABLE,CT,NORTHEAST,30,-6,-5
11385,Cox,22,5,CABLE,AZ,WEST,30,-7,-7
11386,Cablevision,50,8,CABLE,NJ,NORTHEAST,30,-5,-4
11387,Charter,30,4,CABLE,MO,MIDWEST,20,-6,-5
11389,Cox,15,2,CABLE,VA,SOUTH,30,-5,-4
11390,Charter,30,4,CABLE,MN,MIDWEST,30,-6,-5
11391,Charter,15,3,CABLE,CA,WEST,30,-8,-7
11392,Charter,30,4,CABLE,WI,MIDWEST,27,-6,-5
11393,TimeWarner,15,2,CABLE,CA,WEST,22,-8,-7
11394,TimeWarner,10,1,CABLE,NY,NORTHEAST,30,-5,-4
11395,Comcast,15,2,CABLE,CA,WEST,30,-8,-7
11396,AT&T,12,1.5,DSL,CA,WEST,30,-8,-7
11397,Charter,30,4,CABLE,TN,SOUTH,30,-6,-5
11402,Verizon,15,5,FIBER,RI,NORTHEAST,29,-5,-4
11403,Cox,15,2,CABLE,AZ,WEST,25,-7,-7
11404,Charter,15,3,CABLE,MI,MIDWEST,25,-5,-4
11407,TimeWarner,10,1,CABLE,TX,SOUTH,30,-6,-5
11409,Cablevision,15,2,CABLE,NJ,NORTHEAST,24,-5,-4
11411,Charter,30,4,CABLE,MN,MIDWEST,26,-6,-5
11413,Comcast,25,10,CABLE,PA,NORTHEAST,30,-5,-4
11414,Charter,15,3,CABLE,TN,SOUTH,29,-6,-5
11417,Verizon,15,5,FIBER,TX,SOUTH,30,-6,-5
11418,Charter,30,4,CABLE,NC,SOUTH,29,-5,-4
11419,AT&T,3,1,DSL,WI,MIDWEST,30,-6,-5
11421,Comcast,15,2,CABLE,MN,MIDWEST,30,-6,-5
11422,Cox,3,0.768,CABLE,NV,WEST,30,-8,-7
11423,Charter,15,3,CABLE,MI,MIDWEST,30,-5,-4
11427,AT&T,6,0.768,DSL,IL,MIDWEST,30,-6,-5
11429,TimeWarner,15,2,CABLE,CA,WEST,27,-8,-7
11431,TimeWarner,15,2,CABLE,CA,WEST,30,-8,-7
11432,Cablevision,15,2,CABLE,NY,NORTHEAST,27,-5,-4
11434,Comcast,15,2,CABLE,CA,WEST,30,-8,-7
11437,AT&T,3,1,DSL,CA,WEST,30,-8,-7
11438,Charter,30,4,CABLE,CA,WEST,30,-8,-7
11439,Cox,15,2,CABLE,NE,MIDWEST,25,-6,-5
11440,Comcast,15,2,CABLE,CA,WEST,30,-8,-7
11442,Comcast,15,2,CABLE,CA,WEST,30,-8,-7
11443,Charter,15,3,CABLE,NV,WEST,30,-8,-7
11444,Cox,15,2,CABLE,OR,WEST,30,-8,-7
11446,CenturyLink,10,0.768,DSL,FL,SOUTH,29,-5,-4
11450,Charter,15,3,CABLE,MN,MIDWEST,29,-6,-5
11453,Verizon,REMOVE,REMOVE,FIBER,CA,WEST,29,-8,-7
11456,Charter,30,4,CABLE,CA,WEST,30,-8,-7
11457,Verizon,25,25,FIBER,VA,SOUTH,23,-5,-4
11460,TimeWarner,15,2,CABLE,CA,WEST,30,-8,-7
11463,TimeWarner,20,2,CABLE,TX,SOUTH,30,-6,-5
11464,Charter,30,4,CABLE,TN,SOUTH,30,-6,-5
11469,Frontier,9,0.768,DSL,MN,MIDWEST,29,-6,-5
11471,Frontier,1,0.128,DSL,NY,NORTHEAST,30,-5,-4
11472,TimeWarner,15,1,CABLE,WI,MIDWEST,27,-6,-5
11474,AT&T,3,1,DSL,IL,MIDWEST,30,-6,-5
11475,Comcast,15,2,CABLE,FL,SOUTH,30,-5,-4
11476,CenturyLink,10,0.768,DSL,WI,MIDWEST,26,-6,-5
11479,AT&T,18,1.5,DSL,CA,WEST,30,-8,-7
11482,Cox,25,2.5,CABLE,LA,SOUTH,29,-6,-5
11483,Cox,15,2,CABLE,VA,SOUTH,30,-5,-4
11484,Cox,25,3,CABLE,VA,SOUTH,30,-5,-4
11485,TimeWarner,15,2,CABLE,NH,NORTHEAST,30,-5,-4
11487,Cablevision,30,5,CABLE,NY,NORTHEAST,30,-5,-4
11488,Mediacom,12,1,CABLE,IA,MIDWEST,30,-6,-5
11490,Verizon,75,35,FIBER,PA,NORTHEAST,30,-5,-4
11491,Windstream,3,0.768,DSL,AR,SOUTH,30,-6,-5
11492,Comcast,22,5,CABLE,CO,WEST,30,-7,-6
11493,TimeWarner,10,1,CABLE,NE,MIDWEST,30,-6,-5
11494,Windstream,3,0.768,DSL,GA,SOUTH,30,-5,-4
11495,Comcast,15,2,CABLE,IL,MIDWEST,30,-6,-5
11498,Charter,30,4,CABLE,OR,WEST,30,-8,-7
11501,Cox,15,2,CABLE,AZ,WEST,30,-7,-7
11502,Windstream,3,0.768,DSL,NC,SOUTH,30,-5,-4
11503,Mediacom,12,1,CABLE,MN,MIDWEST,30,-6,-5
11504,Comcast,15,2,CABLE,MN,MIDWEST,30,-6,-5
11505,Mediacom,15,1,CABLE,IA,MIDWEST,30,-6,-5
11506,Windstream,6,0.768,DSL,NC,SOUTH,30,-5,-4
11507,Windstream,1.5,0.384,DSL,FL,SOUTH,30,-5,-4
11508,TimeWarner,10,1,CABLE,NC,SOUTH,30,-5,-4
11509,TimeWarner,20,2,CABLE,NY,NORTHEAST,30,-5,-4
11513,Verizon DSL,1,0.384,DSL,NY,NORTHEAST,30,-5,-4
11514,Verizon,25,25,FIBER,FL,SOUTH,30,-5,-4
11515,TimeWarner,10,1,CABLE,CA,WEST,30,-8,-7
11519,CenturyLink,10,0.768,DSL,NC,SOUTH,21,-5,-4
11520,TimeWarner,10,1,CABLE,OH,MIDWEST,30,-5,-4
11522,Frontier,3,0.384,DSL,PA,NORTHEAST,30,-5,-4
11523,Verizon DSL,3,0.768,DSL,PA,NORTHEAST,30,-5,-4
11524,AT&T,6,0.768,DSL,NC,SOUTH,29,-5,-4
11525,Verizon,25,25,FIBER,MD,SOUTH,30,-5,-4
11529,TimeWarner,1,1,CABLE,WI,MIDWEST,30,-6,-5
11530,Verizon,15,5,FIBER,PA,NORTHEAST,30,-5,-4
11531,Verizon DSL,1,0.384,DSL,MA,NORTHEAST,26,-5,-4
11532,Verizon DSL,0.768,0.128,DSL,VA,SOUTH,22,-5,-4
11534,CenturyLink,10,0.896,DSL,WI,MIDWEST,11,-6,-5
11535,Insight,20,1.5,CABLE,KY,SOUTH,30,-5,-4
11537,TimeWarner,30,5,CABLE,OH,MIDWEST,30,-5,-4
11541,Charter,30,4,CABLE,MO,MIDWEST,30,-6,-5
11542,Charter,15,3,CABLE,WA,WEST,30,-8,-7
11544,Comcast,15,2,CABLE,NJ,NORTHEAST,30,-5,-4
11547,Charter,15,3,CABLE,SC,SOUTH,24,-5,-4
11548,Charter,30,4,CABLE,GA,SOUTH,30,-5,-4
11551,Charter,30,4,CABLE,NC,SOUTH,30,-5,-4
11552,Charter,15,3,CABLE,TX,SOUTH,29,-6,-5
11554,Charter,15,3,CABLE,SC,SOUTH,30,-5,-4
11555,Charter,15,3,CABLE,MI,MIDWEST,30,-5,-4
11556,CenturyLink,10,0.768,DSL,VA,SOUTH,30,-5,-4
11557,TimeWarner,10,1,CABLE,VA,SOUTH,30,-5,-4
11558,Charter,30,4,CABLE,MI,MIDWEST,30,-5,-4
11559,Charter,30,4,CABLE,MI,MIDWEST,30,-5,-4
11560,Charter,15,3,CABLE,WA,WEST,17,-8,-7
11562,AT&T,6,0.768,DSL,IL,MIDWEST,30,-6,-5
11565,Charter,15,3,CABLE,SC,SOUTH,28,-5,-4
11567,Charter,15,3,CABLE,WI,MIDWEST,30,-6,-5
11570,Charter,15,3,CABLE,LA,SOUTH,30,-6,-5
11573,TimeWarner,10,1,CABLE,WI,MIDWEST,29,-6,-5
11574,Comcast,15,2,CABLE,MI,MIDWEST,30,-5,-4
11576,Verizon,15,5,FIBER,NJ,NORTHEAST,30,-5,-4
11577,Qwest,12,0.896,DSL,UT,WEST,30,-7,-6
11578,AT&T,6,0.768,DSL,FL,SOUTH,1,-5,-4
11582,Charter,15,3,CABLE,OR,WEST,30,-8,-7
11583,Charter,30,4,CABLE,NC,SOUTH,30,-5,-4
11584,Charter,25,3,CABLE,WI,MIDWEST,30,-6,-5
11586,AT&T,6,1,DSL,CA,WEST,26,-8,-7
11587,Charter,15,3,CABLE,OR,WEST,30,-8,-7
11590,TimeWarner,10,1,CABLE,OH,MIDWEST,30,-5,-4
11592,Charter,15,3,CABLE,WI,MIDWEST,30,-6,-5
11593,TimeWarner,20,2,CABLE,NC,SOUTH,30,-5,-4
11595,Qwest,7,0.896,DSL,ID,WEST,30,-7,-6
11596,Charter,30,4,CABLE,MO,MIDWEST,30,-6,-5
11598,AT&T,6,0.768,DSL,CA,WEST,30,-8,-7
11599,Charter,30,4,CABLE,MI,MIDWEST,30,-5,-4
11600,Verizon DSL,3,0.768,DSL,RI,NORTHEAST,30,-5,-4
11601,AT&T,6,1,DSL,CA,WEST,14,-8,-7
11604,Verizon DSL,1,0.384,DSL,VA,SOUTH,27,-5,-4
11605,Cablevision,15,2,CABLE,NY,NORTHEAST,30,-5,-4
11607,AT&T,12,1.5,DSL,CA,WEST,30,-8,-7
11609,Verizon DSL,1.5,0.384,DSL,CA,WEST,30,-8,-7
11610,Charter,30,4,CABLE,GA,SOUTH,30,-5,-4
11611,Charter,30,4,CABLE,AL,SOUTH,30,-6,-5
11613,Charter,30,4,CABLE,WA,WEST,30,-8,-7
11614,TimeWarner,10,1,CABLE,ME,NORTHEAST,30,-5,-4
11616,TimeWarner,10,1,CABLE,TX,SOUTH,30,-6,-5
11617,Charter,30,4,CABLE,NC,SOUTH,30,-5,-4
11618,Charter,15,3,CABLE,TN,SOUTH,30,-6,-5
11620,Verizon DSL,1,0.384,DSL,CA,WEST,22,-8,-7
11621,TimeWarner,3,1,CABLE,NY,NORTHEAST,30,-5,-4
11623,TimeWarner,10,1,CABLE,NC,SOUTH,30,-5,-4
11624,TimeWarner,10,1,CABLE,NY,NORTHEAST,25,-5,-4
11625,Comcast,15,2,CABLE,MI,MIDWEST,16,-5,-4
11626,Charter,15,3,CABLE,MO,MIDWEST,30,-6,-5
11627,TimeWarner,10,1,CABLE,OH,MIDWEST,30,-5,-4
11631,Charter,30,4,CABLE,AL,SOUTH,3,-6,-5
11633,Charter,15,3,CABLE,OR,WEST,25,-8,-7
11635,Cox,15,2,CABLE,OK,SOUTH,30,-6,-5
11636,TimeWarner,20,2,CABLE,NY,NORTHEAST,30,-5,-4
11637,TimeWarner,20,2,CABLE,NY,NORTHEAST,25,-5,-4
11638,Comcast,15,2,CABLE,CT,NORTHEAST,30,-5,-4
11639,TimeWarner,15,1,CABLE,OH,MIDWEST,30,-5,-4
11640,Cox,15,2,CABLE,VA,SOUTH,30,-5,-4
11642,TimeWarner,10,1,CABLE,WI,MIDWEST,30,-6,-5
11643,TimeWarner,10,1,CABLE,OH,MIDWEST,30,-5,-4
11649,CenturyLink,10,0.896,DSL,NC,SOUTH,30,-5,-4
11652,TimeWarner,20,2,CABLE,NY,NORTHEAST,30,-5,-4
11654,TimeWarner,10,1,CABLE,CA,WEST,30,-8,-7
11656,TimeWarner,3,1,CABLE,WI,MIDWEST,30,-6,-5
11657,TimeWarner,10,1,CABLE,WI,MIDWEST,30,-6,-5
11659,Charter,30,4,CABLE,OR,WEST,30,-8,-7
11660,Verizon DSL,1,0.384,DSL,CA,WEST,27,-8,-7
11669,TimeWarner,10,1,CABLE,CA,WEST,6,-8,-7
11670,Frontier,3,0.384,DSL,WV,SOUTH,14,-5,-4
11671,Verizon DSL,3,0.768,DSL,PA,NORTHEAST,30,-5,-4
11673,Cablevision,15,2,CABLE,NY,NORTHEAST,30,-5,-4
11674,AT&T,6,0.768,DSL,CA,WEST,22,-8,-7
11675,Qwest,7,0.896,DSL,OR,WEST,30,-8,-7
11679,Charter,30,4,CABLE,MN,MIDWEST,30,-6,-5
11680,Qwest,12,0.896,DSL,ID,WEST,25,-7,-6
11683,TimeWarner,10,1,CABLE,OH,MIDWEST,30,-5,-4
11688,Cablevision,15,2,CABLE,NJ,NORTHEAST,30,-5,-4
11689,TimeWarner,30,5,CABLE,OH,MIDWEST,21,-5,-4
11690,Charter,30,4,CABLE,SC,SOUTH,30,-5,-4
11691,TimeWarner,10,1,CABLE,WI,MIDWEST,26,-6,-5
11692,Cox,15,2,CABLE,VA,SOUTH,29,-5,-4
11694,TimeWarner,30,5,CABLE,OH,MIDWEST,21,-5,-4
11702,AT&T,3,0.512,DSL,TX,SOUTH,30,-6,-5
11704,Verizon,15,5,FIBER,VA,SOUTH,30,-5,-4
11705,TimeWarner,10,1,CABLE,SC,SOUTH,30,-5,-4
11706,TimeWarner,15,2,CABLE,CA,WEST,30,-8,-7
11708,Cablevision,15,2,CABLE,NJ,NORTHEAST,30,-5,-4
11709,TimeWarner,20,2,CABLE,TX,SOUTH,30,-6,-5
11710,TimeWarner,15,1,CABLE,HI,WEST,30,-10,-10
11712,AT&T,12,1.5,DSL,CA,WEST,30,-8,-7
11713,Charter,15,3,CABLE,CA,WEST,30,-8,-7
11714,TimeWarner,10,1,CABLE,NY,NORTHEAST,30,-5,-4
11716,CenturyLink,3,0.512,DSL,WI,MIDWEST,26,-6,-5
11718,CenturyLink,10,0.768,DSL,NV,WEST,30,-8,-7
11719,Comcast,15,2,CABLE,TX,SOUTH,30,-6,-5
11720,TimeWarner,50,5,CABLE,NY,NORTHEAST,23,-5,-4
11723,TimeWarner,15,2,CABLE,TX,SOUTH,22,-6,-5
11726,Insight,10,1,CABLE,KY,SOUTH,30,-5,-4
11727,TimeWarner,3,1,CABLE,TX,SOUTH,30,-6,-5
11731,Comcast,50,10,CABLE,NH,NORTHEAST,30,-5,-4
11734,TimeWarner,20,2,CABLE,NC,SOUTH,30,-5,-4
11735,AT&T,12,1.5,DSL,TN,SOUTH,30,-6,-5
11736,Verizon DSL,1,0.384,DSL,MA,NORTHEAST,4,-5,-4
11737,AT&T,6,1,DSL,MO,MIDWEST,30,-6,-5
11738,TimeWarner,20,2,CABLE,NY,NORTHEAST,30,-5,-4
11739,TimeWarner,30,5,CABLE,NY,NORTHEAST,30,-5,-4
11740,AT&T,6,0.512,DSL,SC,SOUTH,16,-5,-4
11742,TimeWarner,15,1,CABLE,OH,MIDWEST,30,-5,-4
11745,TimeWarner,10,1,CABLE,FL,SOUTH,13,-5,-4
11746,Charter,15,3,CABLE,WA,WEST,30,-8,-7
11747,TimeWarner,20,2,CABLE,NY,NORTHEAST,30,-5,-4
11750,TimeWarner,20,2,CABLE,NY,NORTHEAST,30,-5,-4
11751,Charter,15,3,CABLE,MI,MIDWEST,30,-5,-4
11752,Cablevision,15,2,CABLE,NY,NORTHEAST,4,-5,-4
11875,AT&T,1.5,0.384,DSL,NC,SOUTH,30,-5,-4
11878,Verizon DSL,3,0.768,DSL,CA,WEST,30,-8,-7
11879,Qwest,20,0.896,DSL,MN,MIDWEST,30,-6,-5
11880,Verizon DSL,1,0.384,DSL,NY,NORTHEAST,20,-5,-4
11886,TimeWarner,10,1,CABLE,NH,NORTHEAST,30,-5,-4
11889,Comcast,15,2,CABLE,IL,MIDWEST,27,-6,-5
11890,TimeWarner,30,5,CABLE,WI,MIDWEST,22,-6,-5
11891,Comcast,15,2,CABLE,PA,NORTHEAST,30,-5,-4
11892,AT&T,6,0.768,DSL,CA,WEST,30,-8,-7
11893,Comcast,15,2,CABLE,FL,SOUTH,30,-5,-4
11894,TimeWarner,10,1,CABLE,FL,SOUTH,30,-5,-4
11895,Frontier,3,0.384,DSL,PA,NORTHEAST,30,-5,-4
11896,TimeWarner,10,1,CABLE,WI,MIDWEST,30,-6,-5
11899,TimeWarner,10,1,CABLE,WI,MIDWEST,11,-6,-5
11902,AT&T,6,1,DSL,CA,WEST,30,-8,-7
11904,CenturyLink,10,0.768,DSL,FL,SOUTH,30,-5,-4
11906,TimeWarner,10,1,CABLE,OH,MIDWEST,29,-5,-4
11907,AT&T,6,0.768,DSL,KS,MIDWEST,30,-6,-5
11909,AT&T,12,1.5,DSL,CA,WEST,30,-8,-7
11911,Insight,10,1,CABLE,KY,SOUTH,30,-5,-4
11913,Frontier,1,0.384,DSL,OH,MIDWEST,18,-5,-4
11920,TimeWarner,0.768,0.384,CABLE,CA,WEST,29,-8,-7
11921,Verizon DSL,3,0.768,DSL,FL,SOUTH,23,-5,-4
11924,TimeWarner,20,2,CABLE,HI,WEST,4,-10,-10
11925,Qwest,12,0.896,DSL,CO,WEST,30,-7,-6
11927,CenturyLink,8,0.768,DSL,NC,SOUTH,30,-5,-4
11930,Comcast,25,4,CABLE,CA,WEST,30,-8,-7
11932,Qwest,1.5,0.896,DSL,UT,WEST,4,-7,-6
11936,Comcast,15,2,CABLE,WV,SOUTH,29,-6,-5
11938,Cablevision,15,2,CABLE,OH,MIDWEST,30,-5,-4
11939,TimeWarner,10,1,CABLE,NY,NORTHEAST,30,-5,-4
11940,Charter,30,4,CABLE,TX,SOUTH,30,-6,-5
11942,AT&T,12,1.5,DSL,WI,MIDWEST,30,-6,-5
11943,Comcast,15,2,CABLE,WI,MIDWEST,30,-6,-5
11944,TimeWarner,10,1,CABLE,CA,WEST,30,-8,-7
11945,AT&T,3,0.512,DSL,MO,MIDWEST,26,-6,-5
11946,Comcast,15,2,CABLE,MI,MIDWEST,30,-5,-4
11950,Windstream,6,0.768,DSL,KY,SOUTH,29,-5,-4
11953,TimeWarner,10,1,CABLE,WI,MIDWEST,30,-6,-5
11955,Mediacom,12,1,CABLE,IA,MIDWEST,30,-6,-5
11957,Cablevision,30,5,CABLE,NY,NORTHEAST,30,-5,-4
11958,Mediacom,20,2,CABLE,IA,MIDWEST,30,-6,-5
11959,Mediacom,12,1,CABLE,IA,MIDWEST,30,-6,-5
11960,Windstream,6,0.768,DSL,KY,SOUTH,30,-5,-4
11961,Cox,18,4,CABLE,AR,SOUTH,30,-6,-5
11964,Windstream,12,0.768,DSL,KY,SOUTH,30,-5,-4
11965,Comcast,15,2,CABLE,WA,WEST,30,-8,-7
11966,TimeWarner,20,2,CABLE,SC,SOUTH,30,-5,-4
11967,Mediacom,12,1,CABLE,IA,MIDWEST,27,-6,-5
11970,AT&T,12,1.5,DSL,MI,MIDWEST,30,-5,-4
11973,Mediacom,12,1,CABLE,IA,MIDWEST,27,-6,-5
11974,Mediacom,12,1,CABLE,IA,MIDWEST,26,-6,-5
11975,Mediacom,12,1,CABLE,MN,MIDWEST,30,-6,-5
11976,Mediacom,12,1,CABLE,IA,MIDWEST,30,-6,-5
11977,TimeWarner,10,1,CABLE,NY,NORTHEAST,30,-5,-4
11979,Mediacom,12,1,CABLE,IL,MIDWEST,30,-6,-5
11980,TimeWarner,10,1,CABLE,IN,MIDWEST,26,-5,-5
11981,Frontier,6,0.384,DSL,NY,NORTHEAST,30,-5,-4
11983,Verizon DSL,3,0.768,DSL,VA,SOUTH,30,-5,-4
11984,Verizon,25,25,FIBER,NJ,NORTHEAST,30,-5,-4
11986,Verizon DSL,1,0.384,DSL,NY,NORTHEAST,23,-5,-4
11988,AT&T,3,0.768,DSL,GA,SOUTH,30,-5,-4
11989,Cox,22,5,CABLE,AZ,WEST,28,-7,-7
11991,Verizon DSL,3,0.768,DSL,MD,SOUTH,30,-5,-4
11992,TimeWarner,10,1,CABLE,OH,MIDWEST,28,-5,-4
11995,Verizon DSL,0.768,0.128,DSL,VA,SOUTH,24,-5,-4
11997,Verizon,25,25,FIBER,VA,SOUTH,30,-5,-4
11999,Verizon,35,35,FIBER,MD,SOUTH,30,-5,-4
12001,AT&T,3,0.512,DSL,CA,WEST,30,-8,-7
12003,Verizon DSL,1,0.384,DSL,VA,SOUTH,29,-5,-4
12004,Verizon,25,25,FIBER,CA,WEST,30,-8,-7
12006,TimeWarner,1,1,CABLE,WI,MIDWEST,9,-6,-5
12007,Verizon DSL,1,0.384,DSL,CA,WEST,1,-8,-7
12010,Verizon DSL,3,0.768,DSL,PA,NORTHEAST,30,-5,-4
12011,TimeWarner,15,1,CABLE,OH,MIDWEST,30,-5,-4
12013,Verizon DSL,3,0.768,DSL,VA,SOUTH,28,-5,-4
12015,Verizon,35,35,FIBER,FL,SOUTH,13,-5,-4
12016,TimeWarner,10,1,CABLE,NY,NORTHEAST,30,-5,-4
12018,Verizon DSL,1,0.384,DSL,PA,NORTHEAST,26,-5,-4
12019,Verizon DSL,1,0.384,DSL,TX,SOUTH,23,-6,-5
12022,Cox,15,2,CABLE,AZ,WEST,30,-7,-7
12023,Verizon,50,25,FIBER,TX,SOUTH,30,-6,-5
12032,TimeWarner,10,1,CABLE,FL,SOUTH,30,-5,-4
12033,TimeWarner,10,1,CABLE,CA,WEST,30,-8,-7
12034,AT&T,3,1,DSL,OH,MIDWEST,30,-5,-4
12037,Cox,3,0.768,CABLE,VA,SOUTH,30,-5,-4
12040,Charter,15,3,CABLE,GA,SOUTH,30,-5,-4
12041,Charter,15,3,CABLE,WI,MIDWEST,30,-6,-5
12043,Charter,30,4,CABLE,MI,MIDWEST,29,-5,-4
12044,Charter,15,3,CABLE,MI,MIDWEST,26,-5,-4
12046,Charter,30,4,CABLE,VA,SOUTH,30,-5,-4
12047,TimeWarner,30,5,CABLE,OH,MIDWEST,27,-5,-4
12048,Charter,15,3,CABLE,SC,SOUTH,30,-5,-4
12049,Charter,30,4,CABLE,TN,SOUTH,30,-6,-5
12050,TimeWarner,3,1,CABLE,NY,NORTHEAST,30,-5,-4
12051,Charter,30,4,CABLE,MI,MIDWEST,30,-5,-4
12052,Charter,30,4,CABLE,MI,MIDWEST,28,-5,-4
12053,Charter,30,4,CABLE,WI,MIDWEST,30,-6,-5
12054,Charter,15,3,CABLE,SC,SOUTH,30,-5,-4
12056,Charter,15,3,CABLE,MN,MIDWEST,30,-6,-5
12057,Charter,30,4,CABLE,VA,SOUTH,30,-5,-4
12059,Charter,15,3,CABLE,OR,WEST,30,-8,-7
12061,Comcast,15,2,CABLE,GA,SOUTH,28,-5,-4
12062,Charter,15,3,CABLE,CA,WEST,30,-8,-7
12063,Charter,30,4,CABLE,GA,SOUTH,30,-5,-4
12064,CenturyLink,3,0.64,DSL,FL,SOUTH,30,-5,-4
12065,Charter,15,3,CABLE,TN,SOUTH,30,-6,-5
12066,Charter,15,3,CABLE,WI,MIDWEST,30,-6,-5
12067,Charter,15,3,CABLE,NV,WEST,30,-8,-7
12069,Charter,15,3,CABLE,MN,MIDWEST,27,-6,-5
12070,Charter,15,3,CABLE,IL,MIDWEST,30,-6,-5
12074,Charter,30,4,CABLE,TN,SOUTH,30,-6,-5
12081,Charter,15,3,CABLE,NV,WEST,30,-8,-7
12083,Charter,30,4,CABLE,OR,WEST,30,-8,-7
12084,Charter,30,4,CABLE,MO,MIDWEST,30,-6,-5
12085,Charter,30,4,CABLE,TX,SOUTH,29,-6,-5
12086,Charter,30,4,CABLE,WI,MIDWEST,30,-6,-5
12087,Verizon DSL,3,0.768,DSL,CA,WEST,29,-8,-7
12088,Charter,15,3,CABLE,MI,MIDWEST,30,-6,-5
12089,Charter,15,3,CABLE,TN,SOUTH,30,-6,-5
12090,AT&T,3,0.512,DSL,IL,MIDWEST,30,-6,-5
12091,Cablevision,15,2,CABLE,NJ,NORTHEAST,30,-5,-4
12092,Charter,15,3,CABLE,WA,WEST,30,-8,-7
12093,Charter,15,3,CABLE,MI,MIDWEST,29,-5,-4
12095,Charter,15,3,CABLE,OR,WEST,30,-8,-7
12097,Charter,30,4,CABLE,NV,WEST,30,-8,-7
12100,Cox,15,2,CABLE,VA,SOUTH,30,-5,-4
12107,Verizon,25,25,FIBER,TX,SOUTH,30,-6,-5
12110,Charter,15,3,CABLE,WI,MIDWEST,30,-6,-5
12115,Charter,15,3,CABLE,MN,MIDWEST,30,-6,-5
12116,Cablevision,15,2,CABLE,UT,WEST,30,-7,-6
12119,Charter,30,4,CABLE,MO,MIDWEST,30,-6,-5
12120,Cablevision,15,2,CABLE,NY,NORTHEAST,30,-5,-4
12125,Verizon DSL,0.768,0.384,DSL,PA,NORTHEAST,30,-5,-4
12126,Charter,15,3,CABLE,MI,MIDWEST,30,-5,-4
12131,Charter,15,3,CABLE,MI,MIDWEST,30,-5,-4
12133,Cablevision,15,2,CABLE,NY,NORTHEAST,29,-5,-4
12135,Charter,15,3,CABLE,CA,WEST,30,-8,-7
12136,Insight,20,1.5,CABLE,KY,SOUTH,30,-5,-4
12139,Charter,15,3,CABLE,SC,SOUTH,30,-5,-4
12140,Charter,30,4,CABLE,MN,MIDWEST,30,-6,-5
12142,Charter,3,0.384,CABLE,SC,SOUTH,30,-5,-4
12143,Charter,15,3,CABLE,CA,WEST,30,-8,-7
12144,Charter,30,4,CABLE,TN,SOUTH,14,-6,-5
12145,Cox,18,2,CABLE,FL,SOUTH,30,-6,-5
12148,Charter,15,3,CABLE,AL,SOUTH,30,-6,-5
12149,Charter,30,4,CABLE,NC,SOUTH,30,-5,-4
12150,Charter,30,4,CABLE,GA,SOUTH,30,-5,-4
12152,Charter,15,3,CABLE,WI,MIDWEST,30,-6,-5
12156,Charter,15,3,CABLE,WI,MIDWEST,30,-6,-5
12157,Charter,15,3,CABLE,NC,SOUTH,30,-5,-4
12159,Charter,15,3,CABLE,AL,SOUTH,30,-6,-5
12160,Charter,15,3,CABLE,TX,SOUTH,30,-6,-5
12162,Charter,30,4,CABLE,MI,MIDWEST,30,-5,-4
12164,Charter,15,3,CABLE,MI,MIDWEST,30,-5,-4
12165,Charter,15,3,CABLE,TN,SOUTH,19,-6,-5
12166,Charter,15,3,CABLE,SC,SOUTH,30,-5,-4
12172,TimeWarner,10,1,CABLE,CA,WEST,30,-8,-7
12173,Charter,15,3,CABLE,LA,SOUTH,30,-6,-5
12174,Charter,30,4,CABLE,CA,WEST,30,-8,-7
12175,Comcast,50,10,CABLE,MA,NORTHEAST,30,-5,-4
12177,Charter,30,4,CABLE,GA,SOUTH,30,-5,-4
12178,Qwest,7,0.896,DSL,MT,WEST,30,-7,-6
12181,Charter,15,3,CABLE,CA,WEST,30,-8,-7
12182,AT&T,12,1.5,DSL,IL,MIDWEST,30,-6,-5
12183,AT&T,6,1,DSL,IL,MIDWEST,30,-6,-5
12184,AT&T,6,0.768,DSL,TN,SOUTH,30,-6,-5
12186,CenturyLink,10,0.896,DSL,SC,SOUTH,30,-5,-4
12188,Verizon,25,25,FIBER,NY,NORTHEAST,30,-5,-4
12191,TimeWarner,10,1,CABLE,NY,NORTHEAST,30,-5,-4
12193,Charter,15,3,CABLE,CA,WEST,30,-8,-7
12194,Verizon,25,25,FIBER,VA,SOUTH,30,-5,-4
12196,Charter,15,3,CABLE,NC,SOUTH,30,-5,-4
12198,Comcast,15,2,CABLE,MA,NORTHEAST,7,-5,-4
