Unit ID,ISP,Download,Upload,Technology,STATE,REGION,VALIDATED BY,DAYS,timezone_offset,timezone_offset_dst
6266,TimeWarner,10,1,CABLE,NY,NORTHEAST,SK / ISP,30,-5,-4
6270,Charter,30,4,CABLE,WI,MIDWEST,ISP,30,-6,-5
6271,Comcast,3,0.768,CABLE,GA,SOUTH,ISP,16,-5,-4
6273,Miscellaneous,0,0,N/A,UT,WEST,ISP,26,-7,-6
6274,Comcast,15,2,CABLE,Mi,MIDWEST,ISP,30,-5,-4
6275,Cablevision,30,5,CABLE,CT,NORTHEAST,SK,30,-5,-4
6276,Comcast,15,2,CABLE,WV,SOUTH,ISP,30,-5,-4
6278,TimeWarner,15,2,CABLE,TX,SOUTH,ISP,30,-6,-5
6280,Qwest,12,0.896,DSL,OR,WEST,ISP,26,-8,-7
6282,Verizon,25,25,FIBER,CA,WEST,ISP,30,-8,-7
6285,Verizon,25,25,FIBER,NY,NORTHEAST,ISP,30,-5,-4
6286,Comcast,6,1,CABLE,FL,SOUTH,ISP,23,-5,-4
6288,AT&T,3,0.512,DSL,MI,MIDWEST,ISP,16,-5,-4
6289,Comcast,15,2,CABLE,MA,NORTHEAST,SK,30,-5,-5
6290,TimeWarner,10,1,CABLE,ME,NORTHEAST,SK / ISP,30,-5,-4
6291,Cox,25,3,CABLE,CA,WEST,SK,30,-8,-7
6292,Verizon,35,35,FIBER,CA,WEST,ISP,27,-8,-7
6294,Charter,15,3,CABLE,MO,MIDWEST,ISP,30,-6,-5
6295,Comcast,15,2,CABLE,IL,MIDWEST,ISP,30,-6,-5
6298,Brighthouse,40,4,CABLE,AL,SOUTH,SK,30,-6,-5
6299,Qwest,12,0.896,DSL,ID,WEST,ISP,26,-7,-6
6300,Verizon DSL,3,0.768,DSL,CA,WEST,ISP,30,-8,-7
6303,AT&T,3,0.384,DSL,AL,SOUTH,ISP,30,-6,-5
6304,Frontier,6,0.384,DSL,CA,WEST,SK / ISP,26,-8,-7
6305,AT&T,6,1,DSL,mo,MIDWEST,ISP,30,-6,-5
6307,Comcast,15,2,CABLE,PA,NORTHEAST,ISP,30,-5,-4
6308,AT&T,6,1,DSL,MO,MIDWEST,ISP,19,-6,-5
6310,Cablevision,15,2,CABLE,NJ,NORTHEAST,SK,30,-5,-4
6311,Verizon,35,35,FIBER,MD,SOUTH,ISP,30,-5,-4
6314,Miscellaneous,0,0,N/A,ID,WEST,ISP,30,-7,-6
6316,Verizon,15,5,FIBER,PA,NORTHEAST,ISP,30,-5,-4
6317,Comcast,15,2,CABLE,CA,WEST,ISP,26,-8,-7
6319,Comcast,25,4,CABLE,TN,SOUTH,ISP,30,-5,-4
6321,Verizon,15,5,FIBER,VA,SOUTH,ISP,30,-5,-4
6323,Verizon,35,35,FIBER,pa,NORTHEAST,ISP,13,-5,-4
6324,Verizon DSL,3,0.768,DSL,MD,SOUTH,SK / ISP,30,-5,-4
6326,Verizon DSL,3,0.768,DSL,ny,NORTHEAST,ISP,25,-5,-4
6328,AT&T,6,0.768,DSL,CA,WEST,ISP,26,-8,-7
6329,Comcast,15,2,CABLE,MN,MIDWEST,ISP,30,-6,-5
6331,Cox,15,2,CABLE,AZ,WEST,SK,30,-7,-7
6332,Miscellaneous,0,0,N/A,NH,NORTHEAST,ISP,19,-5,-5
6333,Comcast,15,2,CABLE,IN,MIDWEST,ISP,30,-5,-5
6334,Verizon DSL,3,0.768,DSL,PA,NORTHEAST,SK / ISP,30,-5,-4
6335,AT&T,6,0.768,DSL,CA,WEST,ISP,26,-8,-7
6336,AT&T,12,1.5,DSL,IN,MIDWEST,ISP,30,-5,-5
6337,Comcast,15,2,CABLE,CA,WEST,ISP,26,-8,-7
6338,Verizon,25,25,FIBER,MA,NORTHEAST,ISP,30,-5,-5
6339,Comcast,25,4,CABLE,IL,MIDWEST,ISP,30,-6,-5
6340,AT&T,6,0.512,DSL,SC,SOUTH,ISP,30,-5,-4
6341,Comcast,15,2,CABLE,PA,NORTHEAST,ISP,29,-5,-4
6347,Cox,18,2,CABLE,CA,WEST,SK,24,-8,-7
6348,TimeWarner,10,1,CABLE,NY,NORTHEAST,SK,28,-5,-4
6349,TimeWarner,15,1,CABLE,WI,MIDWEST,SK / ISP,30,-6,-5
6351,TimeWarner,10,1,CABLE,OH,MIDWEST,SK / ISP,28,-5,-4
6352,AT&T,1.5,0.256,DSL,OH,MIDWEST,SK,11,-5,-4
6353,Cox,18,2,CABLE,CA,WEST,ISP,26,-8,-7
6354,Comcast,15,2,CABLE,WA,WEST,ISP,30,-8,-7
6355,Cox,22,5,CABLE,AZ,WEST,ISP,30,-7,-7
6356,TimeWarner,20,2,CABLE,FL,SOUTH,SK / ISP,30,-5,-4
6357,Comcast,15,2,CABLE,NJ,NORTHEAST,ISP,30,-5,-4
6359,TimeWarner,10,1,CABLE,OH,MIDWEST,ISP,28,-5,-4
6361,AT&T,6,1,DSL,Mi,MIDWEST,ISP,30,-5,-4
6362,Verizon DSL,3,0.768,DSL,PA,NORTHEAST,ISP,30,-5,-4
6363,Comcast,25,4,CABLE,PA,NORTHEAST,ISP,30,-5,-4
6364,Comcast,15,2,CABLE,CA,WEST,SK,26,-8,-7
6365,Cox,3,0.768,CABLE,AR,SOUTH,ISP,20,-6,-5
6366,Qwest,7,0.896,DSL,CO,WEST,ISP,30,-7,-6
6370,Cox,3,0.384,CABLE,AZ,WEST,ISP,26,-7,-7
6371,Comcast,15,2,CABLE,TN,SOUTH,ISP,30,-6,-5
6372,TimeWarner,10,1,CABLE,NY,NORTHEAST,SK / ISP,21,-5,-4
6373,TimeWarner,10,1,CABLE,WI,MIDWEST,SK / ISP,30,-6,-5
6374,Cox,20,2,CABLE,NV,WEST,ISP,30,-8,-7
6375,Cox,15,1.5,CABLE,LA,SOUTH,ISP,30,-6,-5
6376,TimeWarner,15,2,CABLE,TX,SOUTH,SK / ISP,30,-6,-5
6378,Comcast,25,4,CABLE,MD,SOUTH,ISP,30,-5,-4
6379,Frontier,3,0.384,DSL,AZ,WEST,ISP,26,-7,-7
6380,TimeWarner,20,2,CABLE,FL,SOUTH,SK / ISP,25,-5,-4
6381,TimeWarner,50,5,CABLE,NY,NORTHEAST,SK / ISP,22,-5,-4
6383,TimeWarner,10,1,CABLE,WI,MIDWEST,SK / ISP,30,-6,-5
6384,Charter,25,3,CABLE,TX,SOUTH,ISP,30,-6,-5
6387,Cablevision,15,2,CABLE,NJ,NORTHEAST,SK,30,-5,-4
6391,Comcast,16,2,CABLE,NM,WEST,ISP,30,-7,-6
6394,AT&T,6,0.768,DSL,IL,MIDWEST,ISP,30,-6,-5
6396,Comcast,15,2,CABLE,IL,MIDWEST,ISP,30,-6,-5
6397,Comcast,15,2,CABLE,MI,MIDWEST,ISP,30,-5,-4
6398,AT&T,12,1,DSL,FL,SOUTH,ISP,30,-5,-4
6399,AT&T,1.5,0.384,DSL,NC,SOUTH,ISP,8,-5,-4
6401,Cox,25,3,CABLE,VA,SOUTH,ISP,30,-5,-4
6402,Comcast,15,2,CABLE,co,WEST,ISP,30,-7,-6
6403,Verizon,35,35,FIBER,MA,NORTHEAST,SK / ISP,18,-5,-5
6404,AT&T,6,0.768,DSL,AR,SOUTH,ISP,30,-6,-5
6405,Cox,25,2,CABLE,CA,WEST,ISP,24,-8,-7
6406,Comcast,25,4,CABLE,NH,NORTHEAST,SK / ISP,1,-5,-4
6407,Comcast,12,2,CABLE,MD,SOUTH,ISP,30,-5,-4
6408,Comcast,15,2,CABLE,NH,NORTHEAST,ISP,30,-5,-4
6409,Cox,15,2,CABLE,VA,SOUTH,ISP,30,-5,-4
6412,Verizon,20,5,FIBER,MA,NORTHEAST,ISP,28,-5,-5
6415,AT&T,3,0.512,DSL,IL,MIDWEST,ISP,30,-6,-5
6416,TimeWarner,10,1,CABLE,TX,SOUTH,SK / ISP,19,-6,-5
6420,AT&T,18,1.5,DSL,TX,SOUTH,ISP,30,-6,-5
6421,Comcast,15,2,CABLE,UT,WEST,ISP,30,-7,-6
6423,TimeWarner,10,1,CABLE,NY,NORTHEAST,SK / ISP,30,-5,-4
6424,Verizon DSL,1.5,0.384,DSL,FL,SOUTH,ISP,28,-5,-4
6425,AT&T,6,1,DSL,TX,SOUTH,ISP,30,-6,-5
6426,TimeWarner,10,1,CABLE,OH,MIDWEST,ISP,29,-5,-4
6427,Comcast,15,2,CABLE,GA,SOUTH,ISP,29,-5,-4
6429,TimeWarner,10,1,CABLE,NC,SOUTH,ISP,30,-5,-4
6430,Comcast,25,4,CABLE,MD,SOUTH,ISP,30,-5,-4
6431,Comcast,15,2,CABLE,CO,WEST,ISP,14,-7,-6
6432,TimeWarner,10,1,CABLE,KY,SOUTH,ISP,18,-6,-5
6434,Comcast,15,2,CABLE,IL,MIDWEST,ISP,30,-6,-5
6435,AT&T,6,0.768,DSL,CA,WEST,ISP,26,-8,-7
6436,Qwest,1.5,0.896,DSL,OR,WEST,SK,16,-8,-7
6438,Comcast,15,2,CABLE,UT,WEST,ISP,29,-7,-6
6440,AT&T,6,1,DSL,TX,SOUTH,ISP,30,-6,-5
6441,AT&T,3,0.512,DSL,TX,SOUTH,ISP,30,-6,-5
6442,Mediacom,12,1,CABLE,MN,MIDWEST,ISP,30,-6,-5
6443,Verizon,15,5,FIBER,Fl,SOUTH,SK / ISP,30,-5,-4
6444,Comcast,15,2,CABLE,OR,WEST,ISP,30,-8,-7
6445,Comcast,15,2,CABLE,TX,SOUTH,ISP,30,-6,-5
6446,TimeWarner,10,1,CABLE,NY,NORTHEAST,SK,30,-5,-4
6447,Charter,30,4,CABLE,MO,MIDWEST,ISP,30,-6,-5
6448,Comcast,25,4,CABLE,PA,NORTHEAST,ISP,30,-5,-4
6449,Cox,15,1.5,CABLE,La,SOUTH,ISP,30,-6,-5
6450,Verizon,25,25,FIBER,NY,NORTHEAST,ISP,30,-5,-4
6451,Miscellaneous,0,0,N/A,NY,NORTHEAST,ISP,30,-5,-4
6453,AT&T,6,0.512,DSL,CA,WEST,ISP,30,-8,-7
6454,Comcast,25,4,CABLE,NH,NORTHEAST,ISP,30,-5,-5
6455,Comcast,15,2,CABLE,CA,WEST,ISP,26,-8,-7
6457,Verizon,25,25,FIBER,MD,SOUTH,ISP,30,-5,-4
6458,AT&T,18,1.5,DSL,GA,SOUTH,ISP,30,-5,-4
6459,Comcast,8,2,CABLE,NM,WEST,ISP,29,-7,-6
6463,Charter,15,3,CABLE,TX,SOUTH,SK,3,-6,-5
6464,Cox,18,2,CABLE,CA,WEST,SK,30,-8,-7
6465,Comcast,25,4,CABLE,CT,NORTHEAST,ISP,30,-5,-5
6466,Frontier,25,25,FIBER,WA,WEST,SK,26,-8,-7
6467,Verizon,25,25,FIBER,VA,SOUTH,ISP,30,-5,-4
6468,Comcast,25,4,CABLE,CA,WEST,ISP,27,-8,-7
6469,TimeWarner,10,1,CABLE,OH,MIDWEST,SK / ISP,30,-5,-4
6470,Comcast,8,2,CABLE,NM,WEST,ISP,30,-7,-6
6471,Verizon,20,5,FIBER,NY,NORTHEAST,ISP,30,-5,-4
6472,TimeWarner,3,0.512,CABLE,CA,WEST,SK / ISP,25,-8,-7
6473,Comcast,15,2,CABLE,MI,MIDWEST,ISP,28,-5,-4
6476,Comcast,20,4,CABLE,FL,SOUTH,ISP,30,-5,-4
6477,Frontier,20,5,FIBER,OR,WEST,SK / ISP,26,-8,-7
6478,AT&T,3,0.512,DSL,WI,MIDWEST,ISP,30,-6,-5
6480,TimeWarner,10,1,CABLE,Oh,MIDWEST,ISP,30,-5,-4
6481,Comcast,25,4,CABLE,NY,NORTHEAST,ISP,30,-5,-4
6482,Verizon,25,25,FIBER,PA,NORTHEAST,ISP,30,-5,-4
6483,Cox,18,2,CABLE,FL,SOUTH,ISP,30,-6,-5
6485,Comcast,25,4,CABLE,Co,WEST,ISP,21,-7,-6
6486,AT&T,24,3,DSL,TX,SOUTH,ISP,19,-6,-5
6487,TimeWarner,10,1,CABLE,ca,WEST,ISP,30,-8,-7
6488,AT&T,12,1.5,DSL,OH,MIDWEST,ISP,30,-5,-4
6489,AT&T,6,0.512,DSL,TN,SOUTH,ISP,30,-6,-5
6490,Comcast,15,2,CABLE,IL,MIDWEST,ISP,30,-6,-5
6491,Qwest,5,0.896,DSL,OR,WEST,ISP,26,-8,-7
6493,Comcast,25,4,CABLE,WA,WEST,ISP,30,-8,-7
6494,Cox,15,2,CABLE,AZ,WEST,ISP,30,-7,-7
6496,Windstream,3,0.768,DSL,OK,SOUTH,ISP,30,-6,-5
6497,AT&T,6,0.768,DSL,CA,WEST,ISP,30,-8,-7
6499,Comcast,22,5,CABLE,VA,SOUTH,ISP,24,-5,-4
6500,Verizon,35,35,FIBER,pa,NORTHEAST,ISP,30,-5,-4
6502,Comcast,25,4,CABLE,OR,WEST,SK / ISP,15,-8,-7
6504,AT&T,6,1,DSL,KS,MIDWEST,ISP,8,-6,-5
6508,Comcast,15,2,CABLE,MI,MIDWEST,ISP,30,-5,-4
6510,Comcast,15,2,CABLE,IN,MIDWEST,ISP,23,-5,-5
6511,Verizon,35,35,FIBER,NJ,NORTHEAST,SK / ISP,30,-5,-4
6512,Verizon,25,25,FIBER,VA,SOUTH,ISP,30,-5,-4
6516,Verizon,15,5,FIBER,CA,WEST,ISP,30,-8,-7
6518,Cox,18,4,CABLE,Ks,MIDWEST,ISP,30,-6,-5
6519,AT&T,24,3,DSL,IL,MIDWEST,ISP,30,-6,-5
6521,Frontier,25,25,FIBER,OR,WEST,ISP,26,-8,-7
6522,Comcast,15,2,CABLE,IL,MIDWEST,ISP,30,-6,-5
6523,Comcast,25,4,CABLE,IN,MIDWEST,ISP,30,-5,-5
6524,Comcast,15,2,CABLE,MD,SOUTH,ISP,30,-5,-4
6525,TimeWarner,10,1,CABLE,WI,MIDWEST,ISP,30,-6,-5
6526,AT&T,12,1.5,DSL,GA,SOUTH,ISP,30,-5,-4
6527,Comcast,15,2,CABLE,CA,WEST,ISP,26,-8,-7
6528,Miscellaneous,0,0,N/A,CO,WEST,ISP,30,-7,-6
6529,Verizon,20,5,FIBER,PA,NORTHEAST,SK / ISP,27,-5,-4
6530,CenturyLink,15,1,DSL,MO,MIDWEST,SK,8,-6,-5
6532,Insight,10,1,CABLE,ky,SOUTH,ISP,30,-5,-4
6533,Comcast,15,2,CABLE,CA,WEST,ISP,26,-8,-7
6535,TimeWarner,10,1,CABLE,WI,MIDWEST,SK / ISP,30,-6,-5
6536,Cox,3,0.384,CABLE,AZ,WEST,ISP,30,-7,-7
6537,Cox,22,5,CABLE,AZ,WEST,SK,30,-7,-7
6539,Verizon,25,25,FIBER,MA,NORTHEAST,ISP,30,-5,-4
6540,TimeWarner,15,1,CABLE,OH,MIDWEST,SK / ISP,27,-5,-4
6541,AT&T,6,0.768,DSL,AR,SOUTH,ISP,30,-6,-5
6542,Comcast,6,1,CABLE,IL,MIDWEST,ISP,30,-6,-5
6543,Comcast,25,4,CABLE,Wa,WEST,SK,30,-8,-7
6544,Comcast,25,4,CABLE,IL,MIDWEST,ISP,24,-6,-5
6545,Comcast,15,2,CABLE,IL,MIDWEST,ISP,28,-6,-5
6546,AT&T,6,0.768,DSL,TX,SOUTH,ISP,30,-6,-5
6548,AT&T,6,1,DSL,WI,MIDWEST,ISP,30,-6,-5
6549,AT&T,3,1,DSL,TX,SOUTH,ISP,30,-6,-5
6550,AT&T,6,1,DSL,SC,SOUTH,ISP,30,-5,-4
6552,AT&T,6,0.768,DSL,CA,WEST,ISP,26,-8,-7
6553,Cablevision,15,2,CABLE,ny,NORTHEAST,SK,18,-5,-4
6554,Verizon DSL,3,0.768,DSL,PA,NORTHEAST,SK / ISP,30,-5,-4
6555,Comcast,25,4,CABLE,GA,SOUTH,ISP,30,-5,-4
6556,Comcast,15,2,CABLE,me,NORTHEAST,ISP,30,-5,-5
6557,Qwest,3,0.64,DSL,WA,WEST,ISP,30,-8,-7
6559,Verizon,25,25,FIBER,MD,SOUTH,SK / ISP,30,-5,-4
6560,Verizon DSL,3,0.768,DSL,CA,WEST,SK,29,-8,-7
6562,Comcast,25,4,CABLE,UT,WEST,ISP,28,-7,-6
6563,AT&T,6,0.768,DSL,KS,MIDWEST,ISP,28,-6,-5
6565,Comcast,15,2,CABLE,MD,SOUTH,ISP,30,-5,-4
6567,Verizon DSL,0.768,0.128,DSL,NY,NORTHEAST,ISP,6,-5,-4
6568,Comcast,16,2,CABLE,NM,WEST,ISP,30,-7,-6
6569,Qwest,12,5,DSL,OR,WEST,ISP,26,-8,-7
6570,AT&T,3,0.512,DSL,TN,SOUTH,ISP,30,-6,-5
6573,Cox,25,3,CABLE,OK,SOUTH,ISP,30,-6,-5
6576,AT&T,18,1.5,DSL,TX,SOUTH,ISP,30,-6,-5
6577,TimeWarner,15,1,CABLE,OH,MIDWEST,ISP,30,-5,-4
6578,Comcast,15,2,CABLE,MD,SOUTH,ISP,30,-5,-4
6579,AT&T,12,1.5,DSL,GA,SOUTH,ISP,30,-5,-4
6580,Cox,15,2,CABLE,AZ,WEST,ISP,26,-7,-7
6581,AT&T,12,1.5,DSL,MI,MIDWEST,ISP,30,-5,-4
6582,TimeWarner,10,1,CABLE,OH,MIDWEST,SK / ISP,30,-5,-4
6583,TimeWarner,10,1,CABLE,CA,WEST,ISP,30,-8,-7
6584,AT&T,12,1.5,DSL,CA,WEST,ISP,30,-8,-7
6585,Comcast,25,4,CABLE,CA,WEST,ISP,26,-8,-7
6586,AT&T,18,1.5,DSL,GA,SOUTH,ISP,30,-5,-4
6590,Comcast,15,2,CABLE,WA,WEST,ISP,30,-8,-7
6591,Comcast,25,4,CABLE,OR,WEST,ISP,10,-8,-7
6592,Comcast,25,4,CABLE,OR,WEST,ISP,28,-8,-7
6593,Comcast,15,2,CABLE,AL,SOUTH,ISP,30,-6,-5
6594,Comcast,15,2,CABLE,MD,SOUTH,ISP,30,-5,-4
6595,Cox,12,2,CABLE,OK,SOUTH,ISP,26,-6,-5
6596,Comcast,15,2,CABLE,GA,SOUTH,ISP,30,-5,-4
6597,Qwest,20,0.896,DSL,AZ,WEST,ISP,30,-7,-7
6598,Comcast,25,4,CABLE,CA,WEST,ISP,26,-8,-7
6599,Comcast,15,2,CABLE,IN,MIDWEST,ISP,30,-5,-5
6600,TimeWarner,20,2,CABLE,TX,SOUTH,SK / ISP,30,-6,-5
6601,Cox,18,2,CABLE,CA,WEST,ISP,26,-8,-7
6602,Comcast,15,2,CABLE,IN,MIDWEST,SK / ISP,30,-5,-5
6603,Miscellaneous,0,0,N/A,IN,MIDWEST,ISP,30,-5,-5
6604,Comcast,15,2,CABLE,MD,SOUTH,ISP,28,-5,-4
6605,Cox,15,2,CABLE,AZ,WEST,ISP,30,-7,-7
6606,Verizon,20,5,FIBER,VA,SOUTH,ISP,29,-5,-4
6607,Comcast,15,2,CABLE,TN,SOUTH,ISP,30,-6,-5
6608,Comcast,15,2,CABLE,WA,WEST,ISP,30,-8,-7
6609,Comcast,25,4,CABLE,MI,MIDWEST,ISP,30,-5,-4
6610,TimeWarner,40,5,CABLE,FL,SOUTH,SK / ISP,30,-5,-4
6612,Comcast,25,4,CABLE,TN,SOUTH,ISP,30,-6,-5
6613,AT&T,3,0.512,DSL,CA,WEST,ISP,26,-8,-7
6614,Comcast,22,5,CABLE,NY,NORTHEAST,SK,30,-5,-4
6615,Comcast,12,2,CABLE,TN,SOUTH,ISP,30,-5,-4
6617,Qwest,7,0.896,DSL,OR,WEST,ISP,23,-8,-7
6619,TimeWarner,10,1,CABLE,FL,SOUTH,SK,2,-5,-4
6620,TimeWarner,10,1,CABLE,NY,NORTHEAST,ISP,30,-5,-4
6621,TimeWarner,20,2,CABLE,KS,MIDWEST,SK / ISP,30,-6,-5
6622,Comcast,15,2,CABLE,IL,MIDWEST,ISP,30,-6,-5
6623,AT&T,6,0.768,DSL,WI,MIDWEST,ISP,29,-6,-5
6624,TimeWarner,10,1,CABLE,OH,MIDWEST,ISP,30,-5,-4
6626,Qwest,12,0.896,DSL,WA,WEST,SK / ISP,24,-8,-7
6627,Qwest,3,0.64,DSL,UT,WEST,ISP,30,-7,-6
6628,Verizon DSL,0.768,0.128,DSL,MA,NORTHEAST,SK / ISP,30,-5,-4
6629,AT&T,12,1,DSL,OH,MIDWEST,ISP,30,-5,-4
6631,Comcast,8,2,CABLE,NM,WEST,ISP,30,-7,-6
6632,Comcast,15,2,CABLE,CA,WEST,ISP,26,-8,-7
6634,TimeWarner,10,1,CABLE,TX,SOUTH,ISP,30,-6,-5
6635,TimeWarner,20,2,CABLE,NY,NORTHEAST,SK / ISP,30,-5,-4
6637,TimeWarner,10,1,CABLE,CA,WEST,ISP,30,-8,-7
6638,Verizon,25,25,FIBER,CA,WEST,ISP,30,-8,-7
6640,Comcast,25,4,CABLE,TX,SOUTH,ISP,30,-6,-5
6641,Qwest,1.5,0.896,DSL,NM,WEST,ISP,30,-7,-6
6642,AT&T,6,0.512,DSL,FL,SOUTH,ISP,30,-5,-4
6643,Comcast,25,4,CABLE,WA,WEST,ISP,30,-8,-7
6647,Comcast,15,2,CABLE,CO,WEST,ISP,30,-7,-6
6650,TimeWarner,15,2,CABLE,TX,SOUTH,ISP,30,-6,-5
6651,Charter,15,3,CABLE,MI,MIDWEST,ISP,30,-5,-4
6653,TimeWarner,10,1,CABLE,CA,WEST,ISP,30,-8,-7
6654,Verizon,15,5,FIBER,PA,NORTHEAST,ISP,30,-5,-4
6655,Cox,15,2,CABLE,VA,SOUTH,SK,30,-5,-4
6656,Cox,50,5,CABLE,AZ,WEST,ISP,29,-7,-7
6657,Comcast,15,2,CABLE,ID,WEST,ISP,30,-8,-7
6658,AT&T,12,1,DSL,OH,MIDWEST,ISP,30,-5,-4
6659,Comcast,15,2,CABLE,IN,MIDWEST,ISP,15,-5,-5
6660,AT&T,6,1,DSL,IL,MIDWEST,ISP,30,-6,-5
6663,Comcast,1.5,0.384,CABLE,PA,NORTHEAST,ISP,30,-5,-4
6664,Comcast,8,2,CABLE,vt,NORTHEAST,ISP,30,-5,-5
6666,TimeWarner,10,1,CABLE,OH,MIDWEST,ISP,30,-5,-4
6667,Comcast,15,2,CABLE,NM,WEST,ISP,30,-7,-6
6668,TimeWarner,10,1,CABLE,CA,WEST,ISP,30,-8,-7
6669,Comcast,8,2,CABLE,CT,NORTHEAST,ISP,30,-8,-7
6671,Comcast,25,4,CABLE,UT,WEST,ISP,30,-7,-6
6675,Insight,20,1.5,CABLE,KY,SOUTH,ISP,30,-5,-4
6677,Comcast,25,4,CABLE,IN,MIDWEST,ISP,30,-6,-5
6678,Comcast,25,4,CABLE,Mi,MIDWEST,ISP,30,-5,-4
6679,TimeWarner,10,1,CABLE,CA,WEST,SK / ISP,30,-8,-7
6680,TimeWarner,3,0.512,CABLE,OH,MIDWEST,SK / ISP,30,-5,-4
6681,Charter,15,3,CABLE,WI,MIDWEST,ISP,30,-6,-5
6683,Cox,15,2,CABLE,AZ,WEST,ISP,30,-7,-7
6684,AT&T,18,1.5,DSL,IL,MIDWEST,ISP,30,-6,-5
6687,Comcast,25,4,CABLE,IL,MIDWEST,ISP,30,-6,-5
6689,AT&T,12,1.5,DSL,OH,MIDWEST,ISP,15,-5,-4
6690,Verizon,35,35,FIBER,MD,SOUTH,ISP,30,-5,-4
6691,TimeWarner,15,2,CABLE,TX,SOUTH,ISP,8,-6,-5
6692,Cablevision,15,2,CABLE,NY,NORTHEAST,SK,30,-5,-4
6693,AT&T,12,1.5,DSL,Ks,MIDWEST,ISP,30,-6,-5
6694,Qwest,7,0.896,DSL,AZ,WEST,SK / ISP,30,-7,-7
6695,TimeWarner,10,1,CABLE,NY,NORTHEAST,ISP,30,-5,-4
6696,AT&T,18,1.5,DSL,CA,WEST,ISP,28,-8,-7
6699,TimeWarner,10,1,CABLE,CA,WEST,SK / ISP,14,-8,-7
6700,Verizon,25,25,FIBER,pa,NORTHEAST,ISP,30,-5,-4
6701,TimeWarner,10,1,CABLE,CA,WEST,SK / ISP,30,-8,-7
6702,Comcast,12,2,CABLE,MN,MIDWEST,SK,30,-6,-5
6703,Comcast,15,2,CABLE,fl,SOUTH,ISP,30,-5,-4
6706,Charter,15,3,CABLE,WI,MIDWEST,SK,30,-6,-5
6707,Comcast,25,4,CABLE,IL,MIDWEST,ISP,30,-6,-5
6709,AT&T,6,0.768,DSL,IL,MIDWEST,ISP,29,-6,-5
6710,Comcast,25,4,CABLE,MI,MIDWEST,ISP,28,-5,-4
6711,TimeWarner,10,1,CABLE,NC,SOUTH,SK / ISP,12,-5,-4
6712,Verizon,25,25,FIBER,MA,NORTHEAST,ISP,30,-5,-5
6713,AT&T,3,0.512,DSL,wi,MIDWEST,ISP,30,-6,-5
6714,TimeWarner,15,1,CABLE,Ks,MIDWEST,SK / ISP,30,-6,-5
6715,Comcast,15,2,CABLE,IL,MIDWEST,ISP,28,-6,-5
6716,Cox,15,2,CABLE,CA,WEST,SK,30,-8,-7
6718,AT&T,3,0.512,DSL,WI,MIDWEST,ISP,15,-6,-5
6719,Comcast,15,2,CABLE,NM,WEST,SK / ISP,26,-7,-6
6720,Cox,18,2,CABLE,WA,WEST,ISP,26,-8,-7
6722,Cox,15,2,CABLE,AZ,WEST,SK,26,-7,-7
6723,Cox,22,5,CABLE,AZ,WEST,ISP,30,-7,-7
6724,Comcast,6,1,CABLE,CO,WEST,ISP,12,-7,-6
6725,Cox,15,2,CABLE,AZ,WEST,ISP,30,-7,-7
6726,Comcast,25,4,CABLE,OR,WEST,ISP,30,-8,-7
6727,Comcast,22,5,CABLE,WA,WEST,ISP,30,-8,-7
6730,Comcast,15,2,CABLE,FL,SOUTH,ISP,26,-5,-4
6732,Verizon,20,20,FIBER,MA,NORTHEAST,ISP,30,-5,-4
6733,Comcast,25,4,CABLE,CA,WEST,ISP,26,-8,-7
6734,Cox,22,5,CABLE,AZ,WEST,SK,30,-7,-7
6736,Frontier,25,25,FIBER,OR,WEST,ISP,26,-8,-7
6737,Comcast,15,2,CABLE,pa,NORTHEAST,ISP,30,-5,-4
6738,Comcast,15,2,CABLE,WA,WEST,ISP,25,-8,-7
6739,Comcast,15,2,CABLE,MI,MIDWEST,ISP,30,-6,-5
6740,Comcast,15,2,CABLE,MA,NORTHEAST,ISP,30,-5,-5
6741,Comcast,15,2,CABLE,MN,MIDWEST,ISP,30,-6,-5
6742,Comcast,16,2,CABLE,IL,MIDWEST,SK,30,-6,-5
6743,TimeWarner,10,1,CABLE,oh,MIDWEST,ISP,30,-5,-4
6744,Verizon DSL,7,0.768,DSL,PA,NORTHEAST,ISP,25,-5,-4
6745,AT&T,12,1.5,DSL,FL,SOUTH,ISP,29,-5,-4
6746,Mediacom,12,1,CABLE,IA,MIDWEST,ISP,30,-6,-5
6747,Frontier,15,5,FIBER,OR,WEST,ISP,26,-8,-7
6748,AT&T,6,1,DSL,CA,WEST,ISP,19,-8,-7
6749,Comcast,15,2,CABLE,MD,SOUTH,ISP,30,-5,-4
6750,Cox,22,5,CABLE,AZ,WEST,ISP,30,-7,-7
6751,AT&T,18,1.5,DSL,TX,SOUTH,ISP,30,-6,-5
6752,Verizon,25,25,FIBER,FL,SOUTH,ISP,30,-5,-4
6753,CenturyLink,5,0.768,DSL,in,MIDWEST,SK,20,-5,-5
6754,Cox,22,5,CABLE,AZ,WEST,SK,30,-7,-7
6756,AT&T,24,3,DSL,TX,SOUTH,ISP,30,-6,-5
6758,TimeWarner,40,5,CABLE,VA,SOUTH,SK,29,-5,-4
6759,Mediacom,12,1,CABLE,SD,MIDWEST,ISP,30,-6,-5
6760,Comcast,25,4,CABLE,MA,NORTHEAST,ISP,30,-5,-4
6761,TimeWarner,10,1,CABLE,ME,NORTHEAST,SK / ISP,30,-5,-5
